TINDAK SEQUENCE NUMBER,NEGERI,TAHUN,Jenis Undi,Kod Parlimen,Nama Parlimen,Kod DUN,Nama DUN,KOD DM,Nama Daerah Mengundi,Nama Pusat Mengundi,Nombor Tempat Mengundi,Jumlah Kertas Undi Yang Patut Berada Di Dalam Peti Undi (A),PR,PR_CALON,PR_UNDI,BN,BN_CALON,BN_UNDI,LAIN1,LAIN_CALON,LAIN1_UNDI,Jumlah Undian Oleh Pemilih,Bilangan Kertas Undi Yang Ditolak (C),Jumlah Kertas Undi Yang Dikeluarkan Kepada Pengundi Tetapi Tidak Dimasukkan Ke Dalam Peti Undi(D)
1550,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/19,PEKAN TAWAR,SEKOLAH JENIS KEBANGSAAN (CHINA) KONG MIN TAWAR,2,274,PAS,UST TAIB AZAMUDDEN,135,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,134,,,,269,5,0
1551,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/20,BINJAL LUAR,SEKOLAH KEBANGSAAN BINJUL KUALA KETIL,1,293,PAS,UST TAIB AZAMUDDEN,147,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,137,,,,284,9,0
1552,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/20,BINJAL LUAR,SEKOLAH KEBANGSAAN BINJUL KUALA KETIL,2,302,PAS,UST TAIB AZAMUDDEN,166,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,132,,,,298,4,0
1553,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/21,LADANG MALAKOFF,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG MALAKOFF KUALA KETIL,1,275,PAS,UST TAIB AZAMUDDEN,155,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,106,,,,261,14,0
1554,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/21,LADANG MALAKOFF,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG MALAKOFF KUALA KETIL,2,286,PAS,UST TAIB AZAMUDDEN,170,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,110,,,,280,6,0
1555,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/22,KEJAI,SEKOLAH JENIS KEBANGSAAN KAMPUNG SELARONG,1,308,PAS,UST TAIB AZAMUDDEN,182,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,114,,,,296,12,0
1556,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/22,KEJAI,SEKOLAH JENIS KEBANGSAAN KAMPUNG SELARONG,2,421,PAS,UST TAIB AZAMUDDEN,266,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,143,,,,409,12,0
1557,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/22,KEJAI,SEKOLAH JENIS KEBANGSAAN KAMPUNG SELARONG,3,388,PAS,UST TAIB AZAMUDDEN,265,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,123,,,,388,0,0
1558,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/22,KEJAI,SEKOLAH JENIS KEBANGSAAN KAMPUNG SELARONG,4,394,PAS,UST TAIB AZAMUDDEN,287,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,102,,,,389,5,0
1559,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/23,KAMPUNG BAKAI,SEKOLAH KEBANGSAAN SERI INAS BAKAI,1,331,PAS,UST TAIB AZAMUDDEN,143,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,182,,,,325,6,0
1560,KEDAH,2008,UNDI BIASA,016,BALING,32,KUALA KETIL,016/32/24,PELAM,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG PELAM KULIM,1,452,PAS,UST TAIB AZAMUDDEN,271,UMNO,DATO' ABDUL AZEEZ BIN ABDUL RAHIM,159,,,,430,22,0
1561,KEDAH,2008,UNDI POS,017,PADANG SERAI,UNDI POS,UNDI POS,018/UNDI POS,UNDI POS,UNDI POS,0,231,PKR,GOBALAKRISHNAN,26,MCA,BOEY CHIN GAN,141,,,,167,13,51
1562,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/01,GUAR LOBAK,SEKOLAH KEBANGSAAN GUAR LOBAK PADANG SERAI,1,290,PKR,GOBALAKRISHNAN,117,MCA,BOEY CHIN GAN,142,,,,259,31,0
1563,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/01,GUAR LOBAK,SEKOLAH KEBANGSAAN GUAR LOBAK PADANG SERAI,2,487,PKR,GOBALAKRISHNAN,183,MCA,BOEY CHIN GAN,269,,,,452,35,0
1564,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/01,GUAR LOBAK,SEKOLAH KEBANGSAAN GUAR LOBAK PADANG SERAI,3,450,PKR,GOBALAKRISHNAN,224,MCA,BOEY CHIN GAN,213,,,,437,13,0
1565,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/01,GUAR LOBAK,SEKOLAH KEBANGSAAN GUAR LOBAK PADANG SERAI,4,438,PKR,GOBALAKRISHNAN,219,MCA,BOEY CHIN GAN,204,,,,423,15,0
1566,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/02,PEKAN PADANG SERAI,SEKOLAH JENIS KEBANGSAAN (CHINA) SHANG CHENG PADANG SERAI,1,276,PKR,GOBALAKRISHNAN,145,MCA,BOEY CHIN GAN,120,,,,265,11,0
1567,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/02,PEKAN PADANG SERAI,SEKOLAH JENIS KEBANGSAAN (CHINA) SHANG CHENG PADANG SERAI,2,391,PKR,GOBALAKRISHNAN,236,MCA,BOEY CHIN GAN,154,,,,390,1,0
1568,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/02,PEKAN PADANG SERAI,SEKOLAH JENIS KEBANGSAAN (CHINA) SHANG CHENG PADANG SERAI,3,373,PKR,GOBALAKRISHNAN,249,MCA,BOEY CHIN GAN,120,,,,369,4,0
1569,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/03,JALAN BALING,"SEKOLAH MENENGAH KEBANGSAAN PADANG SERAI, PADANG SERAI",1,322,PKR,GOBALAKRISHNAN,197,MCA,BOEY CHIN GAN,109,,,,306,16,0
1570,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/03,JALAN BALING,"SEKOLAH MENENGAH KEBANGSAAN PADANG SERAI, PADANG SERAI",2,451,PKR,GOBALAKRISHNAN,313,MCA,BOEY CHIN GAN,135,,,,448,3,0
1571,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/04,SIDAM KANAN,"MAKTAB MAHMUD KULIM JALAN, SIDAM KANAN",1,307,PKR,GOBALAKRISHNAN,166,MCA,BOEY CHIN GAN,116,,,,282,25,0
1572,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/04,SIDAM KANAN,"MAKTAB MAHMUD KULIM JALAN, SIDAM KANAN",2,419,PKR,GOBALAKRISHNAN,200,MCA,BOEY CHIN GAN,194,,,,394,25,0
1573,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/04,SIDAM KANAN,"MAKTAB MAHMUD KULIM JALAN, SIDAM KANAN",3,380,PKR,GOBALAKRISHNAN,199,MCA,BOEY CHIN GAN,162,,,,361,19,0
1574,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/05,KUALA SEDIM,SEKOLAH MENENGAH KEBANGSAAN KEBANGSAAN SUNGAI KARANGAN,1,581,PKR,GOBALAKRISHNAN,259,MCA,BOEY CHIN GAN,303,,,,562,19,0
1575,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/06,PEKAN MERBAU PULAS,SEKOLAH JENIS KEBANGSAAN (CHINA) AIK CHEE MERBAU PULAS,1,348,PKR,GOBALAKRISHNAN,188,MCA,BOEY CHIN GAN,145,,,,333,15,0
1576,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/06,PEKAN MERBAU PULAS,SEKOLAH JENIS KEBANGSAAN (CHINA) AIK CHEE MERBAU PULAS,2,523,PKR,GOBALAKRISHNAN,320,MCA,BOEY CHIN GAN,189,,,,509,14,0
1577,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/07,KAMPUNG JEMERLI,SEKOLAH KEBANGSAAN MERBAU PULAS KUALA KETIL,1,296,PKR,GOBALAKRISHNAN,138,MCA,BOEY CHIN GAN,137,,,,275,21,0
1578,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/07,KAMPUNG JEMERLI,SEKOLAH KEBANGSAAN MERBAU PULAS KUALA KETIL,2,490,PKR,GOBALAKRISHNAN,244,MCA,BOEY CHIN GAN,237,,,,481,9,0
1579,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/08,BAGAN SENA,SEKOLAH KEBANGSAAN LABU BESAR KULIM,1,274,PKR,GOBALAKRISHNAN,149,MCA,BOEY CHIN GAN,110,,,,259,15,0
1580,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/08,BAGAN SENA,SEKOLAH KEBANGSAAN LABU BESAR KULIM,2,435,PKR,GOBALAKRISHNAN,231,MCA,BOEY CHIN GAN,182,,,,413,22,0
1581,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/08,BAGAN SENA,SEKOLAH KEBANGSAAN LABU BESAR KULIM,3,406,PKR,GOBALAKRISHNAN,254,MCA,BOEY CHIN GAN,137,,,,391,15,0
1582,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/08,BAGAN SENA,SEKOLAH KEBANGSAAN LABU BESAR KULIM,4,356,PKR,GOBALAKRISHNAN,203,MCA,BOEY CHIN GAN,140,,,,343,13,0
1583,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/09,SUNGAI KARANGAN,SEKOLAH JENIS KEBANGSAAAN (CHINA) HUA MIN SUNGAI KARANGAN,1,256,PKR,GOBALAKRISHNAN,124,MCA,BOEY CHIN GAN,113,,,,237,19,0
1584,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/09,SUNGAI KARANGAN,SEKOLAH JENIS KEBANGSAAAN (CHINA) HUA MIN SUNGAI KARANGAN,2,411,PKR,GOBALAKRISHNAN,243,MCA,BOEY CHIN GAN,152,,,,395,16,0
1585,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/09,SUNGAI KARANGAN,SEKOLAH JENIS KEBANGSAAAN (CHINA) HUA MIN SUNGAI KARANGAN,3,409,PKR,GOBALAKRISHNAN,266,MCA,BOEY CHIN GAN,134,,,,400,9,0
1586,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/10,PADANG MEIHA,SEKOLAH KEBANGSAAN BUKIT SELARONG PADANG SERAI,1,267,PKR,GOBALAKRISHNAN,144,MCA,BOEY CHIN GAN,114,,,,258,9,0
1587,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/10,PADANG MEIHA,SEKOLAH KEBANGSAAN BUKIT SELARONG PADANG SERAI,2,497,PKR,GOBALAKRISHNAN,312,MCA,BOEY CHIN GAN,178,,,,490,7,0
1588,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/11,LADANG PADANG MEIHA,SEKOLAH KEBANGSAAN SUNGAI KARANGAN PADANG SERAI,1,269,PKR,GOBALAKRISHNAN,166,MCA,BOEY CHIN GAN,91,,,,257,12,0
1589,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/11,LADANG PADANG MEIHA,SEKOLAH KEBANGSAAN SUNGAI KARANGAN PADANG SERAI,2,415,PKR,GOBALAKRISHNAN,279,MCA,BOEY CHIN GAN,129,,,,408,7,0
1590,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/12,BATU PUTEH,SEKOLAH KEBANGSAAN PAGAR MUSEH KARANGAN,1,470,PKR,GOBALAKRISHNAN,276,MCA,BOEY CHIN GAN,179,,,,455,15,0
1591,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/13,BUKIT SEDIM,SEKOLAH  KEBANGSAAN LADANG BUKIT SIDIM KULIM,1,334,PKR,GOBALAKRISHNAN,187,MCA,BOEY CHIN GAN,126,,,,313,21,0
1592,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/14,KAMPUNG BIKAN,SEKOLAH MENENGAH KEBANGSAAN LABU BESAR KULIM,1,274,PKR,GOBALAKRISHNAN,145,MCA,BOEY CHIN GAN,117,,,,262,12,0
1593,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/14,KAMPUNG BIKAN,SEKOLAH MENENGAH KEBANGSAAN LABU BESAR KULIM,2,408,PKR,GOBALAKRISHNAN,216,MCA,BOEY CHIN GAN,177,,,,393,15,0
1594,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/14,KAMPUNG BIKAN,SEKOLAH MENENGAH KEBANGSAAN LABU BESAR KULIM,3,370,PKR,GOBALAKRISHNAN,229,MCA,BOEY CHIN GAN,130,,,,359,11,0
1595,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/15,KAMPUNG JANGKANG,SEKOLAH MENENGAH AGAMA IHSANIAH JANGKANG KARANGAN,1,295,PKR,GOBALAKRISHNAN,72,MCA,BOEY CHIN GAN,195,,,,267,28,0
1596,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/15,KAMPUNG JANGKANG,SEKOLAH MENENGAH AGAMA IHSANIAH JANGKANG KARANGAN,2,537,PKR,GOBALAKRISHNAN,232,MCA,BOEY CHIN GAN,285,,,,517,20,0
1597,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/16,SUNGAI KOB,SEKOLAH KEBANGSAAN SUNGAI KOB KARANGAN,1,293,PKR,GOBALAKRISHNAN,111,MCA,BOEY CHIN GAN,170,,,,281,11,1
1598,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/16,SUNGAI KOB,SEKOLAH KEBANGSAAN SUNGAI KOB KARANGAN,2,514,PKR,GOBALAKRISHNAN,268,MCA,BOEY CHIN GAN,227,,,,495,19,0
1599,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/16,SUNGAI KOB,SEKOLAH KEBANGSAAN SUNGAI KOB KARANGAN,3,494,PKR,GOBALAKRISHNAN,302,MCA,BOEY CHIN GAN,175,,,,477,17,0
1600,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/17,KAMPUNG SUNGAI ULAR,SEKOLAH KEBANGSAAN SUNGAI ULAR KULIM,1,263,PKR,GOBALAKRISHNAN,140,MCA,BOEY CHIN GAN,113,,,,253,10,0
1601,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/17,KAMPUNG SUNGAI ULAR,SEKOLAH KEBANGSAAN SUNGAI ULAR KULIM,2,429,PKR,GOBALAKRISHNAN,241,MCA,BOEY CHIN GAN,173,,,,414,15,0
1602,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/17,KAMPUNG SUNGAI ULAR,SEKOLAH KEBANGSAAN SUNGAI ULAR KULIM,3,412,PKR,GOBALAKRISHNAN,270,MCA,BOEY CHIN GAN,131,,,,401,11,0
1603,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/18,KULIM HIGH TECH,TASKA & TADIKA KHTP SRI ESTARI,1,485,PKR,GOBALAKRISHNAN,340,MCA,BOEY CHIN GAN,131,,,,471,14,0
1604,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/18,KULIM HIGH TECH,TASKA & TADIKA KHTP SRI ESTARI,2,565,PKR,GOBALAKRISHNAN,438,MCA,BOEY CHIN GAN,117,,,,555,10,0
1605,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/19,PADANG CHINA,DEWAN ORANG RAMAI KAMPUNG PADANG CHINA,1,382,PKR,GOBALAKRISHNAN,200,MCA,BOEY CHIN GAN,171,,,,371,11,0
1606,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/20,JALAN LUNAS,SEKOLAH MENENGAH KEBANGSAAN KULIM,1,249,PKR,GOBALAKRISHNAN,120,MCA,BOEY CHIN GAN,120,,,,240,9,0
1607,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/20,JALAN LUNAS,SEKOLAH MENENGAH KEBANGSAAN KULIM,2,412,PKR,GOBALAKRISHNAN,271,MCA,BOEY CHIN GAN,136,,,,407,5,0
1608,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/21,TAMAN PERAK,DEWAN ORANG RAMAI TAMAN PERAK,1,312,PKR,GOBALAKRISHNAN,226,MCA,BOEY CHIN GAN,71,,,,297,15,0
1609,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/21,TAMAN PERAK,DEWAN ORANG RAMAI TAMAN PERAK,2,351,PKR,GOBALAKRISHNAN,276,MCA,BOEY CHIN GAN,71,,,,347,4,0
1610,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/22,TAMAN SENANGIN,SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH,1,355,PKR,GOBALAKRISHNAN,196,MCA,BOEY CHIN GAN,148,,,,344,11,0
1611,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/22,TAMAN SENANGIN,SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH,2,474,PKR,GOBALAKRISHNAN,294,MCA,BOEY CHIN GAN,166,,,,460,14,0
1612,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/23,KAMPUNG BARU,"SEKOLAH KEBANGSAAN TUNKU
ABDUL MALIK",1,263,PKR,GOBALAKRISHNAN,132,MCA,BOEY CHIN GAN,118,,,,250,13,0
1613,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/23,KAMPUNG BARU,"SEKOLAH KEBANGSAAN TUNKU
ABDUL MALIK",2,373,PKR,GOBALAKRISHNAN,205,MCA,BOEY CHIN GAN,156,,,,361,12,0
1614,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/23,KAMPUNG BARU,"SEKOLAH KEBANGSAAN TUNKU
ABDUL MALIK",3,353,PKR,GOBALAKRISHNAN,213,MCA,BOEY CHIN GAN,139,,,,352,1,0
1615,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/24,JALAN SERDANG,SEKOLAH JENIS KEBANGSAAN (CHINA) KELANG LAMA KULIM,1,265,PKR,GOBALAKRISHNAN,162,MCA,BOEY CHIN GAN,95,,,,257,8,0
1616,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,33,MERBAU PULAS,017/33/24,JALAN SERDANG,SEKOLAH JENIS KEBANGSAAN (CHINA) KELANG LAMA KULIM,2,495,PKR,GOBALAKRISHNAN,306,MCA,BOEY CHIN GAN,177,,,,483,12,0
1617,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/01,HENRIETTA,"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HENRIETTA PADANG SERAI
",1,254,PKR,GOBALAKRISHNAN,170,MCA,BOEY CHIN GAN,73,,,,243,11,0
1618,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/01,HENRIETTA,"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HENRIETTA PADANG SERAI
",2,425,PKR,GOBALAKRISHNAN,290,MCA,BOEY CHIN GAN,132,,,,422,3,0
1619,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/01,HENRIETTA,"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HENRIETTA PADANG SERAI
",3,383,PKR,GOBALAKRISHNAN,280,MCA,BOEY CHIN GAN,101,,,,381,2,0
1620,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/02,VICTORIA,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG VICTORIA PADANG SERAI,1,253,PKR,GOBALAKRISHNAN,169,MCA,BOEY CHIN GAN,71,,,,240,13,0
1621,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/02,VICTORIA,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG VICTORIA PADANG SERAI,2,408,PKR,GOBALAKRISHNAN,323,MCA,BOEY CHIN GAN,75,,,,398,9,1
1622,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/02,VICTORIA,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG VICTORIA PADANG SERAI,3,400,PKR,GOBALAKRISHNAN,328,MCA,BOEY CHIN GAN,70,,,,398,2,0
1623,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/03,NAGA LILIT,SEKOLAH KEBANGSAAN PERMATANG TOK DIK,1,288,PKR,GOBALAKRISHNAN,150,MCA,BOEY CHIN GAN,129,,,,279,9,0
1624,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/03,NAGA LILIT,SEKOLAH KEBANGSAAN PERMATANG TOK DIK,2,525,PKR,GOBALAKRISHNAN,306,MCA,BOEY CHIN GAN,209,,,,515,10,0
1625,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/03,NAGA LILIT,SEKOLAH KEBANGSAAN PERMATANG TOK DIK,3,481,PKR,GOBALAKRISHNAN,305,MCA,BOEY CHIN GAN,170,,,,475,6,0
1626,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/04,SUNGAI SELUANG,SEKOLAH KEBANGSAAN SUNGAI SELUANG LUNAS,1,262,PKR,GOBALAKRISHNAN,135,MCA,BOEY CHIN GAN,112,,,,247,15,0
1627,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/04,SUNGAI SELUANG,SEKOLAH KEBANGSAAN SUNGAI SELUANG LUNAS,2,584,PKR,GOBALAKRISHNAN,332,MCA,BOEY CHIN GAN,236,,,,568,16,0
1628,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/04,SUNGAI SELUANG,SEKOLAH KEBANGSAAN SUNGAI SELUANG LUNAS,3,579,PKR,GOBALAKRISHNAN,339,MCA,BOEY CHIN GAN,220,,,,559,20,0
1629,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/04,SUNGAI SELUANG,SEKOLAH KEBANGSAAN SUNGAI SELUANG LUNAS,4,569,PKR,GOBALAKRISHNAN,414,MCA,BOEY CHIN GAN,152,,,,566,3,0
1630,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/04,SUNGAI SELUANG,SEKOLAH KEBANGSAAN SUNGAI SELUANG LUNAS,5,517,PKR,GOBALAKRISHNAN,331,MCA,BOEY CHIN GAN,182,,,,513,4,0
1631,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/05,BATU ENAM,SEKOLAH MENENGAH KEBANGSAN LUNAS,1,436,PKR,GOBALAKRISHNAN,283,MCA,BOEY CHIN GAN,137,,,,420,16,0
1632,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/05,BATU ENAM,SEKOLAH MENENGAH KEBANGSAN LUNAS,2,540,PKR,GOBALAKRISHNAN,378,MCA,BOEY CHIN GAN,156,,,,534,6,0
1633,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/06,KAMPUNG BARU LUNAS,SEKOLAH KEBANGSAAN LUNAS JAYA LUNAS,1,274,PKR,GOBALAKRISHNAN,191,MCA,BOEY CHIN GAN,74,,,,265,9,0
1634,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/06,KAMPUNG BARU LUNAS,SEKOLAH KEBANGSAAN LUNAS JAYA LUNAS,2,401,PKR,GOBALAKRISHNAN,299,MCA,BOEY CHIN GAN,99,,,,398,3,0
1635,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/06,KAMPUNG BARU LUNAS,SEKOLAH KEBANGSAAN LUNAS JAYA LUNAS,3,394,PKR,GOBALAKRISHNAN,297,MCA,BOEY CHIN GAN,93,,,,390,4,0
1636,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/07,PEKAN LUNAS,SEKOLAH JENIS KEBANGSAAN (CHINA) HWA MIN LUNAS,1,476,PKR,GOBALAKRISHNAN,326,MCA,BOEY CHIN GAN,135,,,,461,15,0
1637,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/07,PEKAN LUNAS,SEKOLAH JENIS KEBANGSAAN (CHINA) HWA MIN LUNAS,2,519,PKR,GOBALAKRISHNAN,369,MCA,BOEY CHIN GAN,148,,,,517,2,0
1638,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/08,TAMAN SEJAHTERA,SEKOLAH KEBANGSAAN SRI LIMAU LUNAS,1,272,PKR,GOBALAKRISHNAN,172,MCA,BOEY CHIN GAN,90,,,,262,10,0
1639,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/08,TAMAN SEJAHTERA,SEKOLAH KEBANGSAAN SRI LIMAU LUNAS,2,449,PKR,GOBALAKRISHNAN,283,MCA,BOEY CHIN GAN,162,,,,445,4,0
1640,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/08,TAMAN SEJAHTERA,SEKOLAH KEBANGSAAN SRI LIMAU LUNAS,3,419,PKR,GOBALAKRISHNAN,282,MCA,BOEY CHIN GAN,131,,,,413,6,0
1641,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/08,TAMAN SEJAHTERA,SEKOLAH KEBANGSAAN SRI LIMAU LUNAS,4,402,PKR,GOBALAKRISHNAN,268,MCA,BOEY CHIN GAN,130,,,,398,4,0
1642,KEDAH,2008,UNDI BIASA,017,PADANG SERAI,34,LUNAS,017/34/09,PAYA BESAR,SEKOLAH KEBANGSAAN JALAN PAYA BESAR,1,291,PKR,GOBALAKRISHNAN,213,MCA,BOEY CHIN GAN,71,,,,284,7,0
